Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d17_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,10397,1889,2432,54,1567.888889,854.8703704,15028,1107,1716,15738,1104,1722,10397,1876.555641,2435.420314,7225,2084.816471,2740.934533,434107,1408.326274,2037.835262,8700,1356.05069,1166.98908,11600,1139.148793,1778.0275,95,59,540.042291,0.109251,210.738222,0.420053,0.435429,0.615789,1064.026033,77.675422,713.742257,47.245922,492.621166,0.175203,11.031196,216.02858,0.107888,34.655524,678.747793,0.33894,2.155213,75.46803,0.052179
d49_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,13373,1410,4040,58,1364.086207,4491.965517,70883,1435,3918,78131,1527,3715,11931,1504.241975,4040.296371,34743,1161.589903,4439.638258,375286,1841.383086,875.5771492,32769,1169.152858,4484.214868,7443,1787.116754,711.794169,738,481,1838.083157,0.261686,598.776946,0.383287,0.410526,1.818635,3467.498743,264.114995,2224.776028,659.834827,1089.895364,88.352965,152.507374,470.120337,85.371497,479.116045,1477.105234,268.554748,29.588165,163.725724,70.801106
d4_T017_14.10.23,field,Gladius,na,R6,T,19724,1310,4897,68,1446.441176,5243.441176,176472,1247,4994,187773,1241,4907,12108,1323.96366,5109.286835,87854,1134.087213,4617.829342,393739,1211.513757,2491.714872,77504,1576.033211,3642.163746,12065,1323.983589,5109.393121,1010,300,3331.207313,0.090057,602.565103,0.199279,0.18932,0.598684,6618.587326,114.179184,2093.7678,3121.099472,210.107841,0,594.604584,71.842131,0,1868.021317,225.746482,0,94.493374,19.68581,0
d4_T019_14.10.23,field,Gladius,na,R7,T,166513,516,4970,67,699.1044776,3452.820896,343912,1019,5311,326714,1037,5431,109165,486.6492832,4929.751193,172629,899.2654073,4080.879424,741562,1336.589988,3603.486305,168679,1023.768809,3965.391139,101486,481.9085884,4998.35663,1566,927,6017.923396,0.15404,1143.558645,0.212425,0.18932,0.846667,11789.36988,234.148962,4021.747418,5447.150286,566.822313,3.950797,1081.395965,195.946493,2.7468,3397.321543,615.796549,8.629327,178.129678,54.506924,1.51236
d49_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,25028,2073,3666,116,1139.293103,4985.137931,86313,1614,1548,93347,1638,1639,25020,2107.798881,3645.321503,44721,1653.929787,4387.207062,403061,1460.42305,366.1528677,41032,1583.846315,915.9153831,17225,2101.723135,3603.678433,997,719,2562.012285,0.280639,874.979159,0.397087,0.410526,1.818635,4816.86982,383.710666,3213.229279,828.599161,1524.899393,208.513731,190.147616,667.736992,164.694797,597.366353,2098.458963,517.403963,36.67103,237.802433,109.237204
d45_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,25678,667,3883,48,1820.729167,4017.5625,70504,1681,4238,68342,1327,2660,25678,737.1615391,3862.939949,36927,1997.684486,4228.12977,475889,1976.291244,3118.417881,37379,2000.344552,4216.953102,24732,735.4022724,3864.440725,985,761,2575.405865,0.295487,953.509614,0.430118,0.435429,1.642104,4788.022468,439.098625,3505.233287,589.421011,1734.826528,251.158326,133.992991,786.576866,194.884391,420.951395,2471.236468,613.045424,25.657463,288.522964,124.918198
d31_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,10188,1461,3190,60,1631.833333,3570.766667,42005,1463,1749,42510,1461,1762,10188,1446.610326,3190.329505,20041,1158.374432,2147.777656,368903,1451.293863,1387.091287,14168,878.2801383,2491.210757,10188,1446.610326,3190.329505,216,152,1155.556124,0.131538,426.848389,0.407215,0.435429,0.781618,2265.909892,158.327847,1487.187807,158.143028,995.37078,2.042315,41.746968,430.260015,1.379598,131.151969,1351.701702,4.334136,8.956428,148.634271,0.737147
d07_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,3016,1477,310,70,1520.628571,269.0142857,3397,1481,293,2787,1360,625,2130,1331.546009,685.5788732,1958,1519.138407,268.9167518,309246,1451.717707,282.4755114,1151,1365.280626,611.9339705,2102,1332.733111,683.4400571,21,9,82.903547,0.10856,29.108566,0.380895,0.410526,0.580571,164.415786,10.295641,99.823772,19.05888,63.844667,0,4.383084,27.39181,0,13.769863,86.053909,0,0.84353,9.452111,0
d49_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,11976,1439,579,61,2324.098361,4281.262295,90339,1846,3790,117945,1927,3298,11473,2033.412447,3312.988669,43794,2333.71455,4134.923688,371408,1454.751939,320.6735154,44272,2334.310083,4122.187816,7894,1453.809222,596.5741069,1047,755,2313.482244,0.326348,757.660104,0.382633,0.410526,1.494337,4309.621814,313.953121,2797.786337,740.527051,1449.195397,123.759796,169.15199,623.454936,97.76393,531.406648,1958.939395,307.440294,32.587294,218.086827,63.279
d09_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,3762,1545,1229,48,1645.958333,429.9375,4894,1552,1240,5586,1538,1150,3762,1541.053695,1229.153907,2340,1012.323077,714.2209402,319380,1460.951271,1447.64928,2386,1010.704946,716.0611903,3762,1541.053695,1229.153907,52,28,184.197878,0.15201,66.338248,0.389392,0.410526,0.580571,362.08543,23.343177,226.608664,28.440858,155.75702,0,6.503951,65.627827,0,20.432766,206.175898,0,1.244074,22.099103,0
d6_T005_28.10.23,field,3811,na,R2,S,28684,1840,4938,69,1850.086957,4248.971014,182693,1316,5347,160216,1589,5294,25456,1848.660002,4901.384035,81690,1787.849308,4895.135378,457127,1527.634393,4835.038685,80269,1783.988576,4963.848161,19167,1923.512913,4881.453175,960,325,2741.421989,0.118552,479.470367,0.193193,0.18932,0.677333,5456.367202,88.42081,1669.660486,2603.148882,138.02637,0.246737,484.036956,47.21728,0.154921,1520.678792,148.494996,0.486698,75.369542,12.974742,0.076526
d41_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,4181,994,3356,62,1544.693548,2494.887097,22155,1661,2345,21636,1284,3375,3950,2028.428101,2105.051899,10973,1284.522464,3373.697895,363696,1452.060105,2141.488708,12043,1529.431288,764.2646351,3950,2028.428101,2105.051899,295,183,866.616704,0.211166,282.327283,0.365779,0.410526,0.917964,1677.74123,102.587146,1002.416829,312.477795,537.549593,16.589315,74.467198,232.901427,11.677252,233.945603,731.786056,36.68517,14.834524,81.224459,6.528162
d25_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,18865,2074,3231,60,1595.083333,640.85,26664,2062,3694,26871,1751,2212,18865,2029.625073,3231.000318,15348,2046.628681,4029.351903,381000,1975.416591,3510.191696,20475,1605.336752,890.9830525,18422,2037.535121,3253.878243,202,132,971.788695,0.135832,365.292225,0.412588,0.435429,0.973648,1902.537393,137.749737,1258.755635,143.180648,817.265389,11.342658,33.297023,359.436077,7.941263,104.605684,1129.201738,24.948213,6.484348,126.85418,4.411209
d45_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,13740,1063,4354,96,1603.09375,846.2604167,58990,1366,3508,82448,1552,3118,12490,1069.630825,4349.705845,31747,1631.001732,1299.454563,433205,1389.650627,3725.892263,62332,1670.902089,875.5153854,12446,1068.890487,4351.723204,942,741,2187.73919,0.338706,791.150491,0.427896,0.435429,1.603155,4007.420212,382.924006,2971.895906,606.542344,1325.545867,255.650979,137.526391,606.534804,201.775187,432.051901,1905.485286,634.35872,26.304667,225.338719,131.280621
d13_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,5552,1216,1062,62,1538.870968,451.1129032,16817,1587,1071,16566,1588,1066,5552,1229.822767,1072.714878,7669,1433.325727,958.1011866,436937,1437.662132,414.8391072,11378,1395.739409,1078.334242,7846,2134.240632,862.9871272,92,62,551.169737,0.112488,213.977189,0.420388,0.435429,0.598439,1087.445089,79.048262,731.177832,37.069931,514.099806,0,9.629015,223.112118,0,30.250442,700.927389,0,2.037033,77.01123,0
d41_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,35095,1848,3716,61,1686.131148,3648.918033,31562,1756,4324,32300,1754,4307,31066,1786.412895,3761.57851,12727,1805.415023,4756.914827,536345,1552.248267,3892.541789,17660,1773.968573,4642.358834,28602,1814.272883,3629.913712,350,278,1277.696,0.217579,431.467208,0.381551,0.410526,1.016,2466.145412,158.071398,1538.073941,307.534759,949.309956,20.851285,75.353358,399.504537,14.726246,236.729555,1255.080519,46.263867,15.342797,134.468757,8.259844
d43_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,2560,1495,585,62,934.2903226,3406.741935,16275,1011,3000,15329,950,1746,2025,999.3101235,3148.382716,8746,1084.407615,3306.520466,345973,1317.343579,3204.56753,6539,906.2189937,3309.102309,2025,999.3101235,3148.382716,190,80,453.168034,0.176535,139.412493,0.33996,0.324549,0.725714,890.325554,46.702977,489.217686,185.76085,266.03562,1.371563,42.789213,112.039567,0.870494,134.426276,352.056673,2.734736,8.27898,37.989307,0.434689
d29_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,11490,759,3200,61,1462.295082,723.6885246,23608,735,2761,23608,735,2761,11490,830.8697128,3157.075631,9831,704.0462822,2954.315736,433394,855.2233557,2255.284632,11876,788.2121927,2247.948973,7740,860.5232558,3487.421189,143,93,638.773703,0.145591,234.227313,0.403428,0.435429,0.725714,1253.72106,85.771279,812.224205,76.050888,561.453883,1.268932,18.022285,239.690318,0.826392,56.618677,753.009341,2.596187,3.541122,81.805621,0.424536
d4_T015_14.10.23,field,3811,na,R6,S,13057,415,871,61,670.3442623,5583.606557,188436,1030,5043,186976,1046,5066,13057,413.0346174,868.6758061,103898,788.156644,5806.045795,427081,242.324353,463.5485119,77033,522.7320629,5267.744837,12003,405.4935433,6558.019745,1143,478,3607.726584,0.132493,654.113387,0.201143,0.18932,0.83387,7141.450925,126.052655,2284.42997,3360.243432,246.887478,0.595675,641.577303,85.125262,0.404793,2015.574541,267.583735,1.271693,102.197614,23.636843,0.218198
d07_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,3310,1411,476,72,1448.375,340.5833333,4736,1388,528,6069,1297,644,3310,1394.982175,469.6610272,1751,1444.856082,354.8463735,305765,1440.87595,286.3247527,2552,1425.373433,414.0336991,3227,1398.884103,463.3969631,22,12,96.069554,0.124909,34.454177,0.387723,0.410526,0.580571,189.395982,12.114198,118.093059,14.308656,81.760898,0,3.495609,34.09458,0,10.981778,107.111281,0,0.701779,11.41242,0
d31_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,14993,993,2943,60,1574.183333,3602.933333,30179,1215,3346,31750,1205,3309,14993,1076.604215,2924.86387,14198,1530.554726,3747.469503,634865,1232.449485,2362.565797,11475,919.8115033,2952.63329,10909,1140.910808,3226.009992,198,126,767.115966,0.164252,274.1693,0.392308,0.435429,0.725714,1501.174793,99.914957,948.613573,148.680086,617.444783,0.991097,33.825984,267.442551,0.684544,106.267461,840.195554,2.150558,6.507896,93.034584,0.372478
d09_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,7537,1582,1239,59,1670.830508,954.779661,9903,1623,893,10219,1607,1363,7537,1592.301579,1235.381452,4716,1714.686175,813.3131891,458680,1813.300608,963.1533357,5010,1725.763473,688.4728543,8123,1597.338299,1188.069679,36,18,323.139601,0.055703,127.847012,0.425626,0.435429,0.580571,643.28528,47.153112,433.923547,14.783575,308.356026,0,3.894064,134.228091,0,12.233563,421.689984,0,0.836417,46.316696,0
d27_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,4075,1304,4138,63,1063.809524,2131.952381,19844,1168,3199,22026,1168,3198,4075,1344.465521,4131.401472,11035,897.0340734,2994.440507,409466,1009.859046,900.274306,8261,1512.267159,693.0070209,3864,968.2968427,2219.999482,201,97,607.274771,0.15973,204.929149,0.370342,0.410526,0.725714,1192.492834,73.328518,712.35409,175.057632,426.865713,5.351426,38.650714,184.773968,3.324667,121.424799,580.48454,10.444751,7.218703,64.486448,1.623367
d37_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,6162,1179,3881,54,1279.407407,3571.407407,34004,1306,3630,48682,1364,3230,6162,1180.258033,3881.655307,24452,1247.110502,3786.992311,498388,1373.468787,3467.039523,29190,1285.187496,3717.342412,6162,1180.258033,3881.655307,382,248,1334.991719,0.185769,469.244618,0.391179,0.410526,0.917964,2593.612053,175.487216,1651.604646,326.348368,980.060005,28.583346,82.608109,422.206466,20.883959,259.521029,1326.474726,65.608891,17.211636,146.179322,12.096258
d17_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,21413,1815,2530,55,1579.6,996.1818182,17458,1717,1994,17171,1788,3005,21413,1841.435763,2525.203241,7859,1852.927217,2543.600713,743342,1477.393224,2134.668398,12139,1825.77321,2975.508856,18442,1846.453042,2361.694881,108,56,666.098281,0.084072,240.257584,0.398604,0.435429,0.725714,1321.065576,86.878824,833.988542,90.776479,568.92218,6.399622,22.405368,238.668918,4.392512,70.388541,749.80052,13.799482,4.578609,79.924956,2.37526
d17_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,15304,2174,1713,54,1899.648148,1408.37037,15381,2026,1363,16054,2036,1379,8226,1953.806954,1817.751155,6875,2241.752582,2135.237818,479588,1684.710906,1598.067604,8761,2258.275768,2237.478028,8226,1953.806954,1817.751155,104,70,561.369986,0.124695,202.179977,0.39259,0.410526,0.88287,1102.304738,70.787978,691.755378,63.794862,495.955787,1.619338,15.257907,203.652421,1.282248,47.934128,639.792949,4.028301,3.041566,66.937838,0.808573
d49_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,24427,2324,3736,60,2095.75,1216.216667,70075,1622,3809,98400,1681,3291,18506,2361.356479,3497.941046,44057,1563.976576,958.4198425,383049,1452.318774,333.4165342,44177,1572.944451,959.0836408,13275,2321.969266,3736.895367,952,680,2074.407584,0.327804,699.9907,0.396485,0.410526,1.741714,3870.490074,312.917053,2601.866492,677.402422,1255.981545,141.023617,154.214709,553.474299,120.443837,484.479795,1739.001225,378.385472,29.570969,197.228457,86.117627
d09_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,4300,2114,1109,62,1672.225806,356.2258065,10675,1396,1167,8686,1067,1139,4300,2113.500698,1109.329302,4606,1255.603561,1432.779418,355026,2040.709413,871.9154372,5736,1576.669282,367.7937587,4300,2113.500698,1109.329302,100,66,304.633305,0.216654,114.669948,0.410743,0.435429,0.929368,592.180495,43.630268,398.341825,41.390769,261.435545,1.806992,9.998683,115.386608,1.41085,31.411789,362.497719,4.432317,2.012715,40.735117,0.882436
d27_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,11158,918,2649,60,2434.45,2370.6,33814,2185,3260,39201,2333,2953,9759,913.1165078,2544.280971,20732,2377.914094,2336.290806,398368,995.4733814,2262.857735,15843,2209.12485,2309.550401,9758,913.0983808,2544.210904,255,147,897.867888,0.163721,334.772207,0.408122,0.435429,0.781618,1756.462396,125.027068,1152.285306,139.343793,755.780968,2.743127,31.616199,333.296902,1.870703,99.325218,1047.0831,5.876988,6.043785,117.976132,1.00715
d41_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,5528,1346,3674,55,1220.545455,1198.436364,34183,1993,2884,41951,1707,2695,5444,1988.420096,2709.808229,15307,1429.216698,2430.025805,347645,1439.774624,3209.785649,22062,1464.951772,690.3050494,5470,1334.315905,573.6124314,418,266,1085.493132,0.24505,389.223711,0.406563,0.435429,1.818635,2070.851673,166.806155,1396.415404,244.945107,795.12582,45.422206,53.083597,349.944259,41.411264,166.767037,1099.551046,130.097322,9.785444,124.035997,32.984713
d11_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,3551,1533,1460,89,1342.404494,436.3258427,7676,1261,604,7827,1259,609,3551,1547.410025,1456.699803,3848,1334.017931,453.4475052,341452,1456.938665,1448.089969,2712,1368.124263,406.5427729,3551,1547.410025,1456.699803,40,16,166.277741,0.096225,60.592374,0.396607,0.410526,0.929368,328.853454,22.210051,208.218669,32.284123,131.976206,2.017412,7.839554,56.8999,1.538607,24.628684,178.756308,4.833677,1.578446,19.700539,0.931065
d49_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,8700,1876,3602,72,2156.333333,3343.402778,64149,1773,3792,61901,1772,3811,8700,1817.967126,3599.017931,25870,1429.386007,4243.944376,397353,1077.275229,2650.027542,29162,1622.275393,4298.385262,8353,1825.550581,3577.082246,555,337,1657.005547,0.203379,593.836864,0.398847,0.435429,0.870857,3212.64117,227.598869,2086.699162,359.274371,1282.483364,15.247812,79.43007,574.330703,10.432647,249.536923,1804.38711,32.775128,14.825534,207.119368,5.653967
d31_22_G03_1_2_T,glasshouse_b2,CALINGIRI,T1,R2,T,11100,1177,2684,58,1884.155172,1959.758621,26839,1756,1836,27206,1768,1868,9889,1140.193548,2577.500556,12873,1749.239571,3338.228074,349862,2018.400244,1584.287293,10850,2201.116037,4051.660829,9890,1140.208291,2577.588979,145,103,777.348511,0.132502,282.54848,0.401862,0.435429,0.580571,1526.749577,101.404695,981.614777,81.330109,696.018402,0,21.190433,291.233946,0,66.571709,915.043067,0,4.501064,96.90363,0
d09_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,2679,1139,991,63,1453.396825,288.4603175,6107,1138,900,6780,1150,855,2679,1137.169839,988.9051885,2824,1170.086756,864.6607649,365899,858.3971697,864.5682552,3536,1158.103224,904.6730769,2147,1336.128086,606.7102934,77,41,229.48135,0.178664,81.068962,0.383982,0.410526,0.598439,450.044075,28.67749,279.975773,41.834376,187.646974,0,10.245439,78.873618,0,32.186995,247.788778,0,2.081065,26.596425,0
d37_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,24938,664,3883,58,871.3793103,3091.017241,45324,1786,4191,48315,1788,3494,24938,738.5583848,3863.498516,22704,690.282241,4190.239605,635508,863.5037057,3118.754979,25675,691.0006621,4086.078793,24647,737.0764799,3863.649531,510,398,1630.765053,0.244057,597.971154,0.420776,0.435429,1.642104,3075.536284,258.029356,2164.250867,317.801449,1240.725921,72.237684,74.315029,551.245835,63.171276,233.467548,1731.968501,198.814818,14.537118,196.916882,46.575357
d45_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,11632,1406,4083,47,1153.042553,3526.170213,44837,1644,2463,44468,1360,3987,8465,1427.575074,4234.00886,23762,1128.49777,4149.196154,395160,1085.307124,2631.900208,49289,1150.792144,3230.816308,6738,1407.501039,4098.081033,735,430,1864.420695,0.230635,622.113305,0.372663,0.410526,1.04664,3607.264628,231.386389,2200.458384,638.569111,1181.571661,44.279923,152.7105,515.201043,32.471427,479.754184,1618.551812,102.152389,30.508025,181.778081,19.100283
d5_T012_21.10.23,field,Gladius,na,R5,T,82748,998,5738,72,979.9027778,5960.777778,209785,1111,5627,213605,1147,5602,40088,985.2994163,5934.176237,106616,1124.511415,6228.378151,958991,624.6013466,5904.736086,116570,1086.366055,6168.362083,37358,1001.616414,5935.684244,1079,455,3471.734713,0.131058,621.341051,0.19906,0.18932,0.644802,6873.09156,118.834236,2172.068441,3247.85152,223.354649,0.528544,613.498814,77.564898,0.327146,1927.363369,243.677314,1.027758,97.034214,21.640919,0.159104
d19_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,8410,565,2013,46,1372.152174,1066.195652,19481,1166,2430,20848,1165,2388,8410,632.0565993,2018.505232,7793,1556.275504,943.3382523,402232,1422.207594,1012.05862,5665,1480.281553,791.4026478,8410,632.0565993,2018.505232,108,60,493.104416,0.121678,176.894972,0.392046,0.435429,0.580571,974.699516,62.718257,609.842082,68.265115,424.8393,0,15.348086,178.770678,0,48.217434,561.624648,0,2.892305,59.825952,0
d31_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,12750,1727,3866,61,1645.295082,4254.032787,40919,1711,3661,40061,1711,3661,12750,1734.119059,3870.520078,18015,1750.969969,3022.339328,417349,1639.680965,3268.593971,19375,1892.683665,3678.104671,9028,1796.619185,3596.641892,219,145,1004.240056,0.144388,394.532456,0.430304,0.435429,0.917964,1962.397836,154.256228,1362.156812,97.019025,896.942042,10.278989,21.778615,404.521898,7.287467,68.419537,1270.843022,22.894253,4.107411,146.049657,4.09916
d31_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,20382,2056,3475,65,1573.369231,989.1846154,42458,1623,1395,44978,2036,3556,20382,2032.633451,3463.707144,24339,1614.882082,953.2806607,376985,1862.883168,892.6189371,26899,1630.516413,1008.216216,17622,2077.227102,3649.285325,277,183,1181.717967,0.154859,426.990588,0.40117,0.435429,1.016,2305.374214,158.952874,1487.532485,208.689301,963.245226,9.78344,48.932501,417.381103,7.105954,153.725985,1311.482487,22.324014,9.6261,145.213733,4.113042
d5_T006_21.10.23,field,3811,na,R3,S,56942,584,5887,59,1082.186441,6365.440678,233763,1049,5385,281153,1205,2589,40461,1410.500754,5987.956526,130650,996.5926215,5996.8969,678728,1011.7169,5638.867713,157283,945.2529199,5834.967403,39080,1420.247467,5976.712231,1390,566,4703.180347,0.120344,827.077199,0.194403,0.18932,0.61054,9308.08623,153.416748,2885.482036,4455.134613,247.883664,0.16207,833.747808,84.60257,0.09895,2619.295989,265.875185,0.310861,130.271646,23.097653,0.047448
d19_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,5006,2358,2537,67,1012.208955,1983.641791,11545,1079,1895,11545,1079,1895,5006,2372.955653,2536.554734,5901,996.7691917,2074.386884,215079,2583.506553,2615.559985,4795,976.1566215,2156.879041,4993,2372.925696,2535.447026,85,43,287.585125,0.149521,101.524484,0.386206,0.435429,0.598439,564.146168,36.375634,350.851349,60.822821,226.762304,0,13.470359,98.209094,0,42.318382,308.532967,0,2.529054,33.846581,0
d6_T011_28.10.23,field,Gladius,na,R4,T,101466,1348,5812,76,1415.855263,5683.657895,280033,1107,5674,265954,1080,5698,84045,1309.421976,5867.373633,115226,1164.401897,4807.259811,575118,1426.733189,5127.303686,210367,1194.918462,5936.681404,81123,1311.118388,5870.678316,1326,639,4607.918505,0.138674,816.525249,0.198633,0.18932,0.757282,9071.916941,156.925666,2875.419413,4301.025308,305.39825,1.494947,808.722636,105.518619,0.994974,2540.677091,331.616518,3.125804,127.082642,29.320945,0.522079
d41_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,7883,1115,3766,72,1713.583333,776.2222222,50219,1415,3238,61074,1479,3061,7883,1104.478498,3760.313713,25130,1591.416554,1246.686868,406869,1937.213285,982.070755,43361,1693.204562,765.6823182,11062,1814.492045,644.5116615,865,996,1812.447834,0.549533,631.772272,0.408835,0.435429,1.56996,3312.277369,302.550535,2392.20763,487.86801,1156.40778,168.172044,100.397874,524.642214,135.348084,317.234341,1649.159642,425.813647,17.991153,193.197241,91.362141
d41_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,25424,662,3889,49,1957.530612,3758.632653,53449,1341,2599,53878,1276,3929,24908,728.1077967,3858.098482,25048,680.4954887,4233.660891,598661,523.5425558,3409.667692,27045,697.861712,4169.510704,24784,727.9758715,3857.200371,673,501,2024.362322,0.247485,746.215756,0.421805,0.435429,1.451429,3826.20536,322.004058,2695.883512,427.995759,1484.861542,111.505021,98.004755,671.799221,88.163954,307.891019,2110.59349,277.399003,18.884785,245.458822,57.660451
d15_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,9615,1081,1651,61,2175.409836,2048.622951,23496,1287,1590,24607,1287,1590,9615,1104.531981,1666.058554,12818,1723.78343,613.6110158,664928,1283.939547,1134.35194,11949,1705.702653,581.7894384,9561,1103.487292,1668.522958,161,115,669.955122,0.171653,244.686805,0.4014,0.410526,0.973648,1300.261557,91.631648,849.674832,93.072611,561.101797,15.780715,20.374263,238.836988,11.248648,64.007636,750.328525,35.33867,3.786465,81.451911,6.393272
d13_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,5691,1517,1821,56,1506.5,1270.357143,11705,1409,1809,12471,1421,1753,5691,1514.499385,1820.622738,6296,1406.695203,1702.780654,511150,1791.962796,1618.398728,4036,1636.047324,292.7601586,5691,1514.499385,1820.622738,65,39,374.084529,0.104255,146.812083,0.424103,0.435429,0.598439,739.015995,54.955694,501.217108,26.01115,348.073379,0,6.629163,152.913198,0,20.82613,480.390978,0,1.384402,53.571292,0
d05_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,846,1789,812,93,1600.903226,401.6236559,2383,1540,554,1929,1563,505,846,1789.463357,811.8356974,1071,1572.538749,499.952381,322591,1459.559293,287.8453863,1243,1606.536605,373.3604183,846,1789.463357,811.8356974,32,16,65.220503,0.245322,22.672766,0.371843,0.410526,0.52332,128.473399,7.719912,77.674409,15.887619,49.332884,0,4.156026,20.568507,0,13.05654,64.617869,0,0.884838,6.835075,0
d09_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,4027,1198,1541,64,2290.21875,1058.984375,12171,1317,1153,14166,1340,1093,4027,1206.00894,1544.262478,5230,1353.358126,642.110325,352173,886.1396189,1476.932593,6788,1437.439452,308.1984384,3803,1199.980542,1561.648961,106,82,350.496767,0.233954,127.936545,0.398116,0.410526,0.781618,676.406256,46.70715,443.080889,46.287021,301.34638,2.863367,11.540095,127.5654,1.931532,36.254278,400.758525,6.068086,2.3651,43.312865,1.029184
d25_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,7245,1600,3235,61,1538.901639,664.5081967,20702,2514,2244,20382,1470,2330,7245,1596.136922,3234.583989,9255,1530.520583,2993.210373,378587,1452.934369,2208.475257,8875,1607.64507,703.4357183,6826,2638.196015,2476.627454,182,118,741.649437,0.159105,283.017209,0.416363,0.435429,1.133602,1445.434411,107.950494,974.000721,82.46171,640.396366,18.791361,18.736502,277.59029,13.707267,58.862457,872.075617,43.062648,3.578368,96.36441,8.007717
d2_T015_02.10.23,field,3811,na,R6,S,29716,1943,610,58,1955.293103,624.2931034,184947,1162,4952,190417,1183,4833,29714,2017.144713,597.6659487,102177,1422.534024,3335.725026,450586,2007.04863,437.0111965,74516,1832.938993,713.9551237,27057,2026.252024,587.5751562,1206,454,3628.666792,0.125115,649.219132,0.198704,0.18932,0.911888,7190.543567,124.091652,2269.826012,3403.067355,224.460692,1.138745,643.431965,78.213896,0.790874,2021.417058,245.924349,2.484605,101.614309,22.038765,0.438578
